relation	entity1	entity2	arg1	arg2	path
rel_294	Ent[ent_380]	Ent[ent_0]	Alan Greenspan	Federal Reserve	appos|->appos->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_380]	Ent[ent_0]	Alan Greenspan	Federal Reserve	appos|->appos->chairman->nn->|nn
rel_294	Ent[ent_1279]	Ent[ent_0]	Alan Greenspan	Federal Reserve	appos|->appos->chairman->poss->|poss
rel_294	Ent[ent_1279]	Ent[ent_0]	Alan Greenspan	Federal Reserve	dobj|<-dobj<-succeed->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_171	Ent[ent_380]	Ent[ent_1207]	Alan Greenspan	Federal Reserve	dobj|<-dobj<-nominate->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_330	Ent[ent_380]	Ent[ent_0]	Alan Greenspan	Federal Reserve	appos|->appos->chief->nn->|nn
rel_171	Ent[ent_380]	Ent[ent_1207]	Alan Greenspan	Federal Reserve	dobj|<-dobj<-succeed->prep->as->pobj->chairman->nn->|nn
rel_171	Ent[ent_380]	Ent[ent_1207]	Alan Greenspan	Federal Reserve	poss|<-poss<-tenure<-dobj<-examine->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_171	Ent[ent_380]	Ent[ent_1207]	Alan Greenspan	Federal Reserve	nsubj|<-nsubj<-chairman->prep->of->pobj->|pobj
rel_330	Ent[ent_380]	Ent[ent_0]	Alan Greenspan	Federal Reserve	dobj|<-dobj<-confirm->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_1279]	Ent[ent_138]	Alan Greenspan	Federal Reserve Board	appos|->appos->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_1279]	Ent[ent_138]	Alan Greenspan	Federal Reserve Board	appos|->appos->chairman->nn->|nn
rel_294	Ent[ent_1279]	Ent[ent_138]	Alan Greenspan	Federal Reserve Board	appos|->appos->chairman->poss->|poss
rel_295	Ent[ent_1279]	Ent[ent_138]	Alan Greenspan	Federal Reserve Board	pobj|<-pobj<-of<-prep<-nomination<-dobj<-approve->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_182	Ent[ent_48]	Ent[ent_138]	Alan Greenspan	Federal Reserve Board	nsubj|<-nsubj<-replace->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_182	Ent[ent_48]	Ent[ent_138]	Alan Greenspan	Federal Reserve Board	dobj|<-dobj<-renominate->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_182	Ent[ent_48]	Ent[ent_138]	Alan Greenspan	Federal Reserve Board	prep|->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_295	Ent[ent_1279]	Ent[ent_138]	Alan Greenspan	Federal Reserve Board	poss|<-poss<-experience<-nsubj<-shape->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_295	Ent[ent_1279]	Ent[ent_138]	Alan Greenspan	Federal Reserve Board	pobj|<-pobj<-with<-prep<-replace->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_1279]	Ent[ent_138]	Alan Greenspan	Federal Reserve Board	pobj|<-pobj<-of<-prep<-nomination<-pobj<-on<-prep<-hearing->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_137]	Ent[ent_379]	Gen. Colin L. Powell	Joint Chiefs of Staff	appos|->appos->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_137]	Ent[ent_379]	Gen. Colin L. Powell	Joint Chiefs of Staff	dobj|<-dobj<-succeed->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_191	Ent[ent_137]	Ent[ent_379]	Gen. Colin L. Powell	Joint Chiefs of Staff	dobj|<-dobj<-replace->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_191	Ent[ent_137]	Ent[ent_379]	Gen. Colin L. Powell	Joint Chiefs of Staff	dep|<-dep<-chairman->prep->of->pobj->|pobj
rel_191	Ent[ent_137]	Ent[ent_379]	Gen. Colin L. Powell	Joint Chiefs of Staff	appos|<-appos<-today->appos->chairman->prep->of->pobj->|pobj
rel_191	Ent[ent_137]	Ent[ent_379]	Gen. Colin L. Powell	Joint Chiefs of Staff	rcmod|->rcmod->say->nsubj->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_137]	Ent[ent_379]	Gen. Colin L. Powell	Joint Chiefs of Staff	pobj|<-pobj<-to<-prep<-successor->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_191	Ent[ent_137]	Ent[ent_379]	Gen. Colin L. Powell	Joint Chiefs of Staff	pobj|<-pobj<-of<-prep<-thursday<-pobj<-on<-prep<-connect->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_137]	Ent[ent_379]	Gen. Colin L. Powell	Joint Chiefs of Staff	dobj|<-dobj<-turn->nsubj->chairman->prep->of->pobj->|pobj
rel_191	Ent[ent_137]	Ent[ent_379]	Gen. Colin L. Powell	Joint Chiefs of Staff	rcmod|->rcmod->retire->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_324	Ent[ent_139]	Ent[ent_379]	Gen. Richard B. Myers	Joint Chiefs of Staff	appos|->appos->chairman->prep->of->pobj->|pobj
rel_324	Ent[ent_139]	Ent[ent_379]	Gen. Richard B. Myers	Joint Chiefs of Staff	appos|<-appos<-today->appos->chairman->prep->of->pobj->|pobj
rel_324	Ent[ent_139]	Ent[ent_379]	Gen. Richard B. Myers	Joint Chiefs of Staff	rcmod|->rcmod->step->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_324	Ent[ent_139]	Ent[ent_379]	Gen. Richard B. Myers	Joint Chiefs of Staff	appos|<-appos<-officer->appos->chairman->prep->of->pobj->|pobj
rel_324	Ent[ent_139]	Ent[ent_379]	Gen. Richard B. Myers	Joint Chiefs of Staff	pobj|<-pobj<-to<-prep<-talk->dobj->chairman->prep->of->pobj->|pobj
rel_324	Ent[ent_139]	Ent[ent_379]	Gen. Richard B. Myers	Joint Chiefs of Staff	pobj|<-pobj<-of<-prep<-niece->rcmod->step->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_139]	Ent[ent_379]	Gen. Richard B. Myers	Joint Chiefs of Staff	pobj|<-pobj<-of<-prep<-criticism->appos->chairman->prep->of->pobj->|pobj
rel_324	Ent[ent_139]	Ent[ent_379]	Gen. Richard B. Myers	Joint Chiefs of Staff	nsubjpass|<-nsubjpass<-depict->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_139]	Ent[ent_379]	Gen. Richard B. Myers	Joint Chiefs of Staff	dobj|<-dobj<-nominate->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_139]	Ent[ent_379]	Gen. Richard B. Myers	Joint Chiefs of Staff	dobj|<-dobj<-introduce->prep->as->pobj->nominee->prep->for->pobj->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_4]	Ent[ent_3]	Yasir Arafat	Palestine Liberation Organization	appos|->appos->chairman->prep->of->pobj->|pobj
rel_330	Ent[ent_4]	Ent[ent_1215]	Yasir Arafat	Palestine Liberation Organization	appos|->appos->leader->prep->of->pobj->|pobj
rel_294	Ent[ent_4]	Ent[ent_3]	Yasir Arafat	Palestine Liberation Organization	appos|->appos->chairman->nn->|nn
rel_330	Ent[ent_4]	Ent[ent_3]	Yasir Arafat	Palestine Liberation Organization	appos|->appos->head->prep->of->pobj->|pobj
rel_330	Ent[ent_1254]	Ent[ent_3]	Yasir Arafat	Palestine Liberation Organization	appos|->appos->leader->nn->|nn
rel_294	Ent[ent_4]	Ent[ent_1215]	Yasir Arafat	Palestine Liberation Organization	poss|<-poss<-wing->prep->of->pobj->|pobj
rel_330	Ent[ent_4]	Ent[ent_1215]	Yasir Arafat	Palestine Liberation Organization	poss|<-poss<-faction->prep->of->pobj->|pobj
rel_330	Ent[ent_4]	Ent[ent_1215]	Yasir Arafat	Palestine Liberation Organization	poss|<-poss<-deputy->prep->in->pobj->|pobj
rel_294	Ent[ent_4]	Ent[ent_1215]	Yasir Arafat	Palestine Liberation Organization	appos|->appos->chairman->poss->|poss
rel_294	Ent[ent_4]	Ent[ent_1215]	Yasir Arafat	Palestine Liberation Organization	dobj|<-dobj<-succeed->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_2]	Ent[ent_1]	Felix G. Rohatyn	Municipal Assistance Corporation	appos|->appos->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_2]	Ent[ent_1]	Felix G. Rohatyn	Municipal Assistance Corporation	appos|->appos->head->prep->of->pobj->|pobj
rel_294	Ent[ent_2]	Ent[ent_1]	Felix G. Rohatyn	Municipal Assistance Corporation	rcmod|->rcmod->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_2]	Ent[ent_1]	Felix G. Rohatyn	Municipal Assistance Corporation	appos|->appos->banker->rcmod->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_2]	Ent[ent_1]	Felix G. Rohatyn	Municipal Assistance Corporation	nsubj|<-nsubj<-lash->dobj->|dobj
rel_294	Ent[ent_2]	Ent[ent_1]	Felix G. Rohatyn	Municipal Assistance Corporation	nsubj|<-nsubj<-chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_2]	Ent[ent_1]	Felix G. Rohatyn	Municipal Assistance Corporation	appos|->appos->financier->rcmod->head->dobj->|dobj
rel_294	Ent[ent_2]	Ent[ent_1]	Felix G. Rohatyn	Municipal Assistance Corporation	appos|->appos->financier->rcmod->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_2]	Ent[ent_1]	Felix G. Rohatyn	Municipal Assistance Corporation	rcmod|->rcmod->architect->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_2]	Ent[ent_1]	Felix G. Rohatyn	Municipal Assistance Corporation	poss|<-poss<-rationale<-dobj<-evoke->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_152]	Ent[ent_394]	Charles A. Gargano	Empire State Development Corporation	appos|->appos->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_152]	Ent[ent_394]	Charles A. Gargano	Empire State Development Corporation	appos|->appos->president->prep->of->pobj->|pobj
rel_294	Ent[ent_152]	Ent[ent_394]	Charles A. Gargano	Empire State Development Corporation	rcmod|->rcmod->oversee->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_152]	Ent[ent_394]	Charles A. Gargano	Empire State Development Corporation	rcmod|->rcmod->link->dep->be->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_152]	Ent[ent_394]	Charles A. Gargano	Empire State Development Corporation	appos|<-appos<-official->appos->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_152]	Ent[ent_394]	Charles A. Gargano	Empire State Development Corporation	appos|->appos->leader->partmod->appoint->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_152]	Ent[ent_394]	Charles A. Gargano	Empire State Development Corporation	appos|->appos->head->prep->of->pobj->|pobj
rel_294	Ent[ent_152]	Ent[ent_394]	Charles A. Gargano	Empire State Development Corporation	appos|->appos->commissioner->prep->of->pobj->|pobj
rel_20	Ent[ent_359]	Ent[ent_394]	Charles A. Gargano	Empire State Development Corporation	appos|->appos->chairman->rcmod->oversee->dobj->effort->prep->as->pobj->head->prep->of->pobj->|pobj
rel_294	Ent[ent_152]	Ent[ent_394]	Charles A. Gargano	Empire State Development Corporation	appos|->appos->chairman->nn->|nn
rel_399	Ent[ent_151]	Ent[ent_393]	Rupert Murdoch	News Corporation	appos|->appos->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_151]	Ent[ent_393]	Rupert Murdoch	News Corporation	rcmod|->rcmod->control->dobj->|dobj
rel_399	Ent[ent_151]	Ent[ent_393]	Rupert Murdoch	News Corporation	appos|->appos->executive->prep->of->pobj->|pobj
rel_294	Ent[ent_151]	Ent[ent_393]	Rupert Murdoch	News Corporation	rcmod|->rcmod->own->nsubj->|nsubj
rel_399	Ent[ent_151]	Ent[ent_393]	Rupert Murdoch	News Corporation	appos|->appos->head->prep->of->pobj->|pobj
rel_399	Ent[ent_151]	Ent[ent_393]	Rupert Murdoch	News Corporation	appos|->appos->chairman->nn->|nn
rel_294	Ent[ent_151]	Ent[ent_393]	Rupert Murdoch	News Corporation	poss|<-poss<-company->appos->|appos
rel_294	Ent[ent_151]	Ent[ent_393]	Rupert Murdoch	News Corporation	appos|->appos->chairman->poss->|poss
rel_294	Ent[ent_151]	Ent[ent_393]	Rupert Murdoch	News Corporation	poss|<-poss<-empire->nn->|nn
rel_399	Ent[ent_151]	Ent[ent_393]	Rupert Murdoch	News Corporation	appos|->appos->chief->prep->of->pobj->|pobj
rel_295	Ent[ent_154]	Ent[ent_379]	Gen. Peter Pace	Joint Chiefs of Staff	appos|->appos->chairman->prep->of->pobj->|pobj
rel_295	Ent[ent_154]	Ent[ent_379]	Gen. Peter Pace	Joint Chiefs of Staff	appos|<-appos<-today->appos->chairman->prep->of->pobj->|pobj
rel_171	Ent[ent_154]	Ent[ent_379]	Gen. Peter Pace	Joint Chiefs of Staff	dobj|<-dobj<-reappoint->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_171	Ent[ent_154]	Ent[ent_379]	Gen. Peter Pace	Joint Chiefs of Staff	dobj|<-dobj<-nominate->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_171	Ent[ent_154]	Ent[ent_379]	Gen. Peter Pace	Joint Chiefs of Staff	rcmod|->rcmod->conduct->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_295	Ent[ent_154]	Ent[ent_379]	Gen. Peter Pace	Joint Chiefs of Staff	pobj|<-pobj<-by<-prep<-escort<-rcmod<--lrb-->null->chairman->prep->of->pobj->|pobj
rel_295	Ent[ent_154]	Ent[ent_379]	Gen. Peter Pace	Joint Chiefs of Staff	dep|<-dep<-say->nsubj->chairman->prep->of->pobj->|pobj
rel_295	Ent[ent_154]	Ent[ent_379]	Gen. Peter Pace	Joint Chiefs of Staff	dep|->dep->chairman->prep->of->pobj->|pobj
rel_171	Ent[ent_154]	Ent[ent_379]	Gen. Peter Pace	Joint Chiefs of Staff	appos|->appos->vice-chairman->prep->of->pobj->|pobj
rel_295	Ent[ent_154]	Ent[ent_379]	Gen. Peter Pace	Joint Chiefs of Staff	appos|<-appos<-tonight->appos->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_426]	Ent[ent_153]	L. William Seidman	Federal Deposit Insurance Corporation	appos|->appos->chairman->prep->of->pobj->|pobj
rel_399	Ent[ent_396]	Ent[ent_153]	L. William Seidman	Federal Deposit Insurance Corporation	appos|->appos->head->prep->of->pobj->|pobj
rel_399	Ent[ent_396]	Ent[ent_153]	L. William Seidman	Federal Deposit Insurance Corporation	appos|<-appos<-today->appos->chairman->prep->of->pobj->|pobj
rel_399	Ent[ent_396]	Ent[ent_153]	L. William Seidman	Federal Deposit Insurance Corporation	rcmod|->rcmod->chairman->prep->of->pobj->|pobj
rel_399	Ent[ent_396]	Ent[ent_153]	L. William Seidman	Federal Deposit Insurance Corporation	pobj|<-pobj<-to<-prep<-belong->dobj->chairman->prep->of->pobj->|pobj
rel_399	Ent[ent_396]	Ent[ent_153]	L. William Seidman	Federal Deposit Insurance Corporation	pobj|<-pobj<-to<-prep<-assistant->dep->chairman->prep->of->pobj->|pobj
rel_211	Ent[ent_396]	Ent[ent_153]	L. William Seidman	Federal Deposit Insurance Corporation	dobj|<-dobj<-succeed->prep->as->pobj->head->prep->of->pobj->|pobj
rel_211	Ent[ent_396]	Ent[ent_153]	L. William Seidman	Federal Deposit Insurance Corporation	dobj|<-dobj<-succeed->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_211	Ent[ent_396]	Ent[ent_153]	L. William Seidman	Federal Deposit Insurance Corporation	dep|->dep->aide->rcmod->head->dobj->|dobj
rel_211	Ent[ent_396]	Ent[ent_153]	L. William Seidman	Federal Deposit Insurance Corporation	appos|<-appos<-official->appos->chairman->prep->of->pobj->|pobj
rel_365	Ent[ent_395]	Ent[ent_156]	David Rebovich	Rider University	appos|->appos->professor->prep->at->pobj->|pobj
rel_365	Ent[ent_395]	Ent[ent_257]	David Rebovich	Rider University	appos|->appos->scientist->prep->at->pobj->|pobj
rel_365	Ent[ent_395]	Ent[ent_156]	David Rebovich	Rider University	appos|->appos->director->prep->of->pobj->|pobj
rel_365	Ent[ent_395]	Ent[ent_156]	David Rebovich	Rider University	appos|->appos->scientist->nn->|nn
rel_365	Ent[ent_395]	Ent[ent_156]	David Rebovich	Rider University	rcmod|->rcmod->teach->prep->at->pobj->|pobj
rel_365	Ent[ent_395]	Ent[ent_156]	David Rebovich	Rider University	appos|->appos->head->prep->of->pobj->|pobj
rel_365	Ent[ent_395]	Ent[ent_257]	David Rebovich	Rider University	appos|->appos->dean->prep->at->pobj->|pobj
rel_365	Ent[ent_395]	Ent[ent_156]	David Rebovich	Rider University	appos|->appos->analyst->prep->at->pobj->|pobj
rel_365	Ent[ent_398]	Ent[ent_155]	Stephen Gillers	New York University	appos|->appos->professor->prep->at->pobj->|pobj
rel_365	Ent[ent_398]	Ent[ent_155]	Stephen Gillers	New York University	appos|->appos->professor->nn->|nn
rel_353	Ent[ent_398]	Ent[ent_155]	Stephen Gillers	New York University	rcmod|->rcmod->teach->prep->at->pobj->|pobj
rel_365	Ent[ent_398]	Ent[ent_155]	Stephen Gillers	New York University	nsubj|<-nsubj<-professor->prep->at->pobj->|pobj
rel_365	Ent[ent_398]	Ent[ent_155]	Stephen Gillers	New York University	appos|->appos->expert->prep->at->pobj->|pobj
rel_365	Ent[ent_398]	Ent[ent_155]	Stephen Gillers	New York University	appos|->appos->dean->prep->at->pobj->|pobj
rel_353	Ent[ent_398]	Ent[ent_155]	Stephen Gillers	New York University	appos|->appos->dean->prep->of->pobj->|pobj
rel_353	Ent[ent_398]	Ent[ent_155]	Stephen Gillers	New York University	prep|->prep->of->pobj->school->nn->|nn
rel_365	Ent[ent_398]	Ent[ent_155]	Stephen Gillers	New York University	nsubj|<-nsubj<-teach->prep->at->pobj->|pobj
rel_353	Ent[ent_398]	Ent[ent_155]	Stephen Gillers	New York University	appos|->appos->professor->prep->at->pobj->school->nn->|nn
rel_365	Ent[ent_397]	Ent[ent_158]	John C. Coffee Jr.	Columbia University	appos|->appos->professor->prep->at->pobj->|pobj
rel_365	Ent[ent_397]	Ent[ent_158]	John C. Coffee Jr.	Columbia University	appos|->appos->professor->nn->|nn
rel_365	Ent[ent_397]	Ent[ent_158]	John C. Coffee Jr.	Columbia University	appos|->appos->expert->prep->at->pobj->|pobj
rel_365	Ent[ent_397]	Ent[ent_158]	John C. Coffee Jr.	Columbia University	rcmod|->rcmod->teach->prep->at->pobj->|pobj
rel_365	Ent[ent_397]	Ent[ent_158]	John C. Coffee Jr.	Columbia University	appos|->appos->professor->prep->of->pobj->law->prep->of->pobj->|pobj
rel_365	Ent[ent_397]	Ent[ent_158]	John C. Coffee Jr.	Columbia University	appos|->appos->professor->prep->at->pobj->school->poss->|poss
rel_365	Ent[ent_157]	Ent[ent_399]	Andrew Zimbalist	Smith College	appos|->appos->professor->prep->at->pobj->|pobj
rel_14	Ent[ent_157]	Ent[ent_399]	Andrew Zimbalist	Smith College	appos|->appos->economist->prep->at->pobj->|pobj
rel_365	Ent[ent_157]	Ent[ent_399]	Andrew Zimbalist	Smith College	nsubj|<-nsubj<-professor->prep->at->pobj->|pobj
rel_365	Ent[ent_157]	Ent[ent_399]	Andrew Zimbalist	Smith College	appos|->appos->professor->nn->|nn
rel_14	Ent[ent_157]	Ent[ent_399]	Andrew Zimbalist	Smith College	appos|->appos->economist->nn->|nn
rel_365	Ent[ent_157]	Ent[ent_399]	Andrew Zimbalist	Smith College	appos|->appos->expert->prep->at->pobj->|pobj
rel_14	Ent[ent_157]	Ent[ent_399]	Andrew Zimbalist	Smith College	appos|->appos->economist->rcmod->teach->prep->at->pobj->|pobj
rel_365	Ent[ent_157]	Ent[ent_399]	Andrew Zimbalist	Smith College	appos|->appos->expert->rcmod->teach->prep->at->pobj->|pobj
rel_14	Ent[ent_157]	Ent[ent_399]	Andrew Zimbalist	Smith College	rcmod|->rcmod->baseball->nsubj->professor->nn->|nn
rel_365	Ent[ent_157]	Ent[ent_399]	Andrew Zimbalist	Smith College	pobj|<-pobj<-by<-prep<-commercialism->appos->professor->nn->|nn
rel_156	Ent[ent_398]	Ent[ent_390]	Stephen Gillers	New York University Law School	appos|->appos->professor->prep->at->pobj->|pobj
rel_156	Ent[ent_398]	Ent[ent_390]	Stephen Gillers	New York University Law School	appos|->appos->expert->prep->at->pobj->|pobj
rel_156	Ent[ent_398]	Ent[ent_390]	Stephen Gillers	New York University Law School	nsubj|<-nsubj<-teach->prep->at->pobj->|pobj
rel_53	Ent[ent_742]	Ent[ent_390]	Stephen Gillers	New York University Law School	appos|->appos->professor->nn->|nn
rel_156	Ent[ent_398]	Ent[ent_390]	Stephen Gillers	New York University Law School	appos|->appos->dean->prep->of->pobj->|pobj
rel_156	Ent[ent_398]	Ent[ent_390]	Stephen Gillers	New York University Law School	rcmod|->rcmod->teach->prep->at->pobj->|pobj
rel_156	Ent[ent_398]	Ent[ent_390]	Stephen Gillers	New York University Law School	pobj|<-pobj<-from<-prep<-letter<-dobj<-make<-rcmod<-conflict<-dobj<-see->dobj->professor->prep->at->pobj->|pobj
rel_156	Ent[ent_398]	Ent[ent_390]	Stephen Gillers	New York University Law School	appos|->appos->specialist->prep->on->pobj->ethic->prep->at->pobj->|pobj
rel_156	Ent[ent_398]	Ent[ent_390]	Stephen Gillers	New York University Law School	appos|->appos->seer->prep->of->pobj->|pobj
rel_156	Ent[ent_398]	Ent[ent_390]	Stephen Gillers	New York University Law School	appos|->appos->rofessor->prep->at->pobj->|pobj
rel_365	Ent[ent_150]	Ent[ent_392]	Merle Black	Emory University	appos|->appos->professor->prep->at->pobj->|pobj
rel_365	Ent[ent_150]	Ent[ent_392]	Merle Black	Emory University	appos|->appos->scientist->prep->at->pobj->|pobj
rel_365	Ent[ent_150]	Ent[ent_392]	Merle Black	Emory University	appos|->appos->expert->prep->at->pobj->|pobj
rel_365	Ent[ent_150]	Ent[ent_392]	Merle Black	Emory University	appos|->appos->scientist->nn->|nn
rel_365	Ent[ent_150]	Ent[ent_392]	Merle Black	Emory University	appos|->appos->specialist->prep->at->pobj->|pobj
rel_365	Ent[ent_150]	Ent[ent_392]	Merle Black	Emory University	dep|->dep->professor->prep->at->pobj->|pobj
rel_365	Ent[ent_391]	Ent[ent_149]	Ross K. Baker	Rutgers University	appos|->appos->professor->prep->at->pobj->|pobj
rel_365	Ent[ent_391]	Ent[ent_149]	Ross K. Baker	Rutgers University	appos|->appos->scientist->prep->at->pobj->|pobj
rel_365	Ent[ent_391]	Ent[ent_149]	Ross K. Baker	Rutgers University	rcmod|->rcmod->teach->prep->at->pobj->|pobj
rel_365	Ent[ent_391]	Ent[ent_149]	Ross K. Baker	Rutgers University	nsubj|<-nsubj<-professor->prep->at->pobj->|pobj
rel_365	Ent[ent_391]	Ent[ent_149]	Ross K. Baker	Rutgers University	appos|->appos->scholar->prep->at->pobj->|pobj
rel_365	Ent[ent_391]	Ent[ent_149]	Ross K. Baker	Rutgers University	appos|->appos->professor->nn->|nn
rel_365	Ent[ent_391]	Ent[ent_149]	Ross K. Baker	Rutgers University	appos|->appos->analyst->prep->at->pobj->|pobj
